crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	1.053857	4728	0.000000
281474976710655.000000	1.095847	4729	0.000000
281474976710655.000000	1.081861	4730	0.000000
281474976710655.000000	1.064783	4731	0.000000
281474976710655.000000	1.145123	4732	0.000000
281474976710655.000000	1.084636	4733	0.000000
281474976710655.000000	1.071160	4734	0.000000
281474976710655.000000	0.999226	4735	0.000000
281474976710655.000000	1.102373	4736	0.000000
281474976710655.000000	1.096734	4737	0.000000
281474976710655.000000	1.135026	4738	0.000000
281474976710655.000000	1.132798	4739	0.000000
281474976710655.000000	1.153825	4740	0.000000
281474976710655.000000	1.092723	4741	0.000000
281474976710655.000000	1.138133	4742	0.000000
281474976710655.000000	1.180908	4743	0.000000
281474976710655.000000	1.121998	4744	0.000000
281474976710655.000000	1.066948	4745	0.000000
281474976710655.000000	1.104063	4746	0.000000
281474976710655.000000	1.073223	4747	0.000000
281474976710655.000000	1.075768	4748	0.000000
281474976710655.000000	1.054142	4749	0.000000
281474976710655.000000	1.118420	4750	0.000000
281474976710655.000000	1.111747	4751	0.000000
281474976710655.000000	1.135635	4752	0.000000
281474976710655.000000	1.107330	4753	0.000000
281474976710655.000000	1.083500	4754	0.000000
281474976710655.000000	1.131759	4755	0.000000
281474976710655.000000	1.124198	4756	0.000000
281474976710655.000000	1.051630	4757	0.000000
281474976710655.000000	1.084713	4758	0.000000
281474976710655.000000	1.157218	4759	0.000000
281474976710655.000000	1.107458	4760	0.000000
281474976710655.000000	1.137659	4761	0.000000
281474976710655.000000	1.095903	4762	0.000000
281474976710655.000000	1.122208	4763	0.000000
281474976710655.000000	1.142558	4764	0.000000
281474976710655.000000	1.107541	4765	0.000000
281474976710655.000000	1.111021	4766	0.000000
281474976710655.000000	1.142349	4767	0.000000
281474976710655.000000	1.095645	4768	0.000000
281474976710655.000000	1.109809	4769	0.000000
281474976710655.000000	1.098594	4770	0.000000
281474976710655.000000	1.041910	4771	0.000000
281474976710655.000000	1.093193	4772	0.000000
281474976710655.000000	1.050778	4773	0.000000
281474976710655.000000	1.096330	4774	0.000000
281474976710655.000000	1.098871	4775	0.000000
281474976710655.000000	1.089845	4776	0.000000
281474976710655.000000	1.080857	4777	0.000000
281474976710655.000000	1.054909	4778	0.000000
281474976710655.000000	1.095576	4779	0.000000
