num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
4353	5838.544806	11.121825	54.502071	3.528253	0.239465
4355	5840.608052	10.852122	54.843546	3.538730	0.280624
4357	5842.659042	11.478342	52.972533	-2.760517	0.290473
4359	5844.733647	10.666143	56.116325	3.546738	0.408276
4361	5846.776736	11.490548	53.967353	3.527006	0.317322
4363	5848.852959	10.793650	55.674865	3.549399	0.232048
4365	5850.902421	11.359887	55.195576	3.537998	0.257602
4367	5852.951415	12.393139	53.321762	3.514443	0.281202
4369	5855.024562	11.455094	55.306267	3.544270	0.324934
4371	5857.067980	12.566965	52.678254	3.516176	0.284575
4373	5859.105606	14.256169	50.320395	3.479390	0.599813
4375	5861.191759	12.218566	53.378613	3.529108	0.405296
4377	5863.247280	12.426208	52.563750	3.522795	0.280052
4379	5865.323803	11.203105	55.101917	3.554739	0.381863
4381	5867.384229	11.292264	55.614811	3.555964	0.278137
4383	5869.432481	12.071718	54.560159	3.537998	0.301451
4385	5871.497389	11.855326	55.772061	3.551220	0.279430
4387	5873.557789	12.232960	55.174529	3.547853	0.224912
4389	5875.612248	12.356849	54.783540	3.546334	0.266839
4391	5877.668375	12.661866	54.705647	3.539635	0.345139
4393	5879.708961	13.788569	52.656537	3.511762	0.343947
4395	5881.787903	12.589135	55.442310	3.550085	0.306203
4397	5883.854962	12.326781	54.749501	3.558468	0.134226
4399	5885.892795	13.625306	52.936245	3.524423	0.343082
4401	5887.961832	13.155083	54.289130	3.542837	0.424096
4403	5890.022608	13.235290	54.286510	3.545047	0.313356
4405	5892.089252	12.869455	54.681894	3.558526	0.364725
4407	5894.141351	13.062190	54.611041	3.550509	0.374847
4409	5896.203334	12.983925	54.183957	3.554701	0.244719
4411	5898.260408	12.904240	54.304316	3.559148	0.459707
4413	5900.329238	12.620629	55.208638	3.572629	0.180718
4415	5902.378601	13.094146	54.230367	3.559097	0.201125
4417	5904.426115	13.899991	52.648451	3.539744	0.372535
4419	5906.501962	13.082248	54.578408	3.573224	0.239153
4421	5908.556445	13.515099	54.434735	3.565292	0.213869
4423	5910.618952	13.589934	54.130463	3.569708	0.320472
4425	5912.667084	14.087017	53.600709	3.555067	0.264794
4427	5914.720438	14.392865	53.402787	3.546140	0.496144
4429	5916.801679	13.499859	55.071298	3.582377	0.259051
4431	5918.855375	13.608467	54.016706	3.579208	0.310229
4433	5920.898610	14.628275	52.874706	3.549095	0.223352
4435	5922.972873	13.771044	54.466483	3.583661	0.310334
4437	5925.027288	14.265617	53.579124	3.573805	0.171595
4439	5927.066924	15.192042	51.341831	3.538993	0.399878
4441	5929.184595	12.550591	56.052221	3.649970	0.053236
4443	5931.206027	13.985788	53.918207	3.583770	0.328166
