num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
2109	2493.129997	67.018527	-12.059249	0.422800	70.506213
2113	2497.249668	66.668280	-12.153179	0.417969	66.916671
2115	2499.309709	66.705064	-12.240321	0.417068	68.541814
2117	2501.369796	66.630916	-12.279732	0.415434	69.646994
2121	2505.488868	66.325019	-12.367488	0.411429	70.364343
2123	2507.548886	66.232540	-12.415360	0.409555	69.634248
2125	2509.609108	66.035858	-12.451465	0.406985	68.891387
2129	2513.728326	65.860588	-12.536115	0.403796	65.159070
2131	2515.788225	65.900825	-12.631330	0.401549	69.270201
2133	2517.848379	65.699773	-12.681128	0.399311	66.314138
2137	2521.967670	65.455819	-12.747873	0.395304	65.412485
2139	2524.027705	65.412788	-12.785187	0.394865	66.967544
2141	2526.087270	65.323165	-12.843944	0.392771	65.184673
2145	2530.206438	65.034547	-12.931025	0.387884	64.711297
2147	2532.266285	65.093526	-12.984078	0.386553	63.433827
2149	2534.326238	64.893331	-13.014062	0.385263	63.412404
2153	2538.445441	64.663009	-13.107240	0.379680	65.026210
2155	2540.505075	64.585640	-13.133719	0.379082	64.993606
2157	2542.565162	64.481286	-13.200215	0.374959	64.189663
2161	2546.683946	64.254682	-13.240451	0.373381	63.631615
2163	2548.744191	64.099739	-13.282629	0.369747	62.406277
2165	2550.804307	64.018776	-13.354038	0.368737	65.776966
2169	2554.922989	63.701670	-13.401328	0.364513	62.705734
2171	2556.982708	63.588440	-13.451521	0.361576	61.627568
2173	2559.042667	63.622701	-13.498714	0.361324	61.789125
2177	2563.161644	63.397240	-13.574981	0.357243	60.287838
2179	2565.221804	63.297551	-13.614024	0.355083	62.023861
2181	2567.281414	63.158094	-13.648538	0.351547	59.920597
2185	2571.401239	63.005890	-13.727011	0.348970	61.816458
2187	2573.461071	62.881978	-13.751378	0.347227	60.785921
2189	2575.521204	62.795972	-13.808915	0.344384	60.260678
2193	2579.640618	62.464457	-13.842693	0.340019	59.462890
