crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	53.536781	2112	0.000000
281474976710655.000000	69.935898	2113	0.000000
281474976710655.000000	72.518143	2114	0.000000
281474976710655.000000	70.111824	2115	0.000000
281474976710655.000000	52.758438	2116	0.000000
281474976710655.000000	68.704041	2117	0.000000
281474976710655.000000	71.720512	2118	0.000000
281474976710655.000000	144.926147	2119	0.000000
281474976710655.000000	67.752342	2120	0.000000
281474976710655.000000	158.780640	2121	0.000000
281474976710655.000000	70.655090	2122	0.000000
281474976710655.000000	73.306725	2123	0.000000
281474976710655.000000	140.509415	2124	0.000000
281474976710655.000000	73.076530	2125	0.000000
281474976710655.000000	101.320618	2126	0.000000
281474976710655.000000	69.209068	2127	0.000000
281474976710655.000000	70.671417	2128	0.000000
281474976710655.000000	108.776367	2129	0.000000
281474976710655.000000	70.208931	2130	0.000000
281474976710655.000000	72.498894	2131	0.000000
281474976710655.000000	68.596848	2132	0.000000
281474976710655.000000	68.333832	2133	0.000000
281474976710655.000000	68.386208	2134	0.000000
281474976710655.000000	37.667812	2135	0.000000
281474976710655.000000	107.274475	2136	0.000000
281474976710655.000000	34.237381	2137	0.000000
281474976710655.000000	70.418327	2138	0.000000
281474976710655.000000	69.948685	2139	0.000000
281474976710655.000000	103.550850	2140	0.000000
281474976710655.000000	70.423172	2141	0.000000
281474976710655.000000	68.290977	2142	0.000000
281474976710655.000000	66.352264	2143	0.000000
281474976710655.000000	51.096794	2144	0.000000
281474976710655.000000	70.698662	2145	0.000000
281474976710655.000000	137.709747	2146	0.000000
281474976710655.000000	43.305069	2147	0.000000
281474976710655.000000	73.845146	2148	0.000000
281474976710655.000000	53.224522	2149	0.000000
281474976710655.000000	66.060570	2150	0.000000
281474976710655.000000	46.360310	2151	0.000000
281474976710655.000000	105.347847	2152	0.000000
281474976710655.000000	46.018810	2153	0.000000
281474976710655.000000	44.033264	2154	0.000000
281474976710655.000000	70.648445	2155	0.000000
281474976710655.000000	44.705700	2156	0.000000
281474976710655.000000	96.669380	2157	0.000000
281474976710655.000000	41.811344	2158	0.000000
281474976710655.000000	67.961975	2159	0.000000
281474976710655.000000	63.316280	2160	0.000000
281474976710655.000000	103.426544	2161	0.000000
