time (s)	det(V)
2084.791485	-0.007968	
2084.793485	0.002853	
2084.795484	-0.005865	
2084.797485	-0.014097	
2084.799485	-0.006162	
2084.801485	-0.016941	
2084.803485	-0.017061	
2084.805485	-0.008600	
2084.809485	-0.017114	
2084.811485	-0.003441	
2084.813485	-0.011722	
2084.815485	-0.005161	
2084.817484	-0.009659	
2084.819484	-0.011438	
2084.823484	-0.000142	
2084.825485	-0.008521	
2084.827485	0.001349	
2084.831485	-0.011653	
2084.833485	-0.005153	
2084.835484	-0.009204	
2084.837485	-0.001699	
2084.839485	0.006097	
2084.843484	-0.000110	
2084.845485	-0.005881	
2084.849485	-0.013230	
2084.851485	-0.007515	
2084.853485	-0.001946	
2084.855485	0.010065	
2084.857485	0.002718	
2084.861484	0.012141	
2084.863484	-0.011597	
2084.865485	-0.003525	
2084.869485	-0.007845	
2084.871486	0.009431	
2084.873484	0.009774	
2084.875485	0.007448	
2084.877485	0.017073	
2084.879486	0.003521	
2084.883484	-0.007692	
2084.887485	-0.007530	
2084.889485	0.015058	
2084.891485	0.010396	
2084.893485	0.019705	
2084.895486	0.013270	
2084.899484	0.003696	
2084.901485	-0.005737	
2084.903484	-0.000614	
2084.905485	0.009755	
2084.907486	0.010450	
2084.909485	0.017901	
2084.911486	0.020125	
2084.913484	0.006175	
2084.915485	0.012446	
2084.917485	0.008451	
2084.919485	-0.002624	
2084.921485	0.006010	
2084.925485	0.010524	
2084.927485	0.022227	
2084.929486	0.012090	
2084.931485	0.008301	
2084.933485	0.014254	
2084.935485	0.005264	
2084.939484	0.016113	
2084.941485	0.007969	
2084.943485	0.021970	
2084.947486	0.012000	
2084.949485	0.018432	
2084.951485	0.009596	
2084.953485	0.012098	
2084.955485	0.023026	
2084.957484	0.018031	
2084.961484	0.015109	
2084.965485	0.005104	
2084.967484	0.014003	
2084.969485	0.010972	
2084.971485	0.019647	
2084.973485	0.022424	
2084.977485	0.020845	
2084.979485	0.004510	
2084.981485	0.004843	
2084.983484	0.006842	
2084.985487	0.005166	
2084.987486	0.017028	
2084.989485	0.020870	
2084.991485	0.013090	
2084.993484	0.026155	
2084.995485	0.015597	
2084.997485	0.000551	
2084.999485	0.006441	
2085.003486	-0.005813	
2085.005485	0.012866	
2085.007485	0.009891	
2085.009485	0.013240	
2085.011485	0.015917	
2085.013486	0.000475	
2085.017484	0.005676	
2085.019484	-0.013983	
2085.021485	-0.000498	
2085.025485	-0.001829	
2085.027484	0.009618	
2085.029485	-0.004008	
2085.031485	-0.011981	
2085.033485	-0.008106	
2085.037485	-0.020871	
2085.039485	-0.014831	
2085.043485	-0.023367	
2085.045485	-0.020808	
2085.047484	-0.030246	
2085.049484	-0.026441	
2085.051485	-0.040375	
2085.055484	-0.036623	
2085.057484	-0.046493	
2085.059485	-0.044175	
2085.063485	-0.047093	
2085.065485	-0.058471	
2085.067485	-0.064344	
2085.069485	-0.076131	
2085.071485	-0.067092	
2085.075484	-0.069122	
2085.077485	-0.083484	
2085.081485	-0.102832	
2085.083484	-0.106641	
2085.085484	-0.127662	
2085.087486	-0.122229	
2085.089485	-0.123215	
2085.093484	-0.140146	
2085.095485	-0.161349	
2085.097485	-0.181324	
2085.101485	-0.180889	
2085.103485	-0.203340	
2085.105485	-0.203780	
2085.107485	-0.221090	
2085.109485	-0.230444	
2085.111485	-0.240677	
2085.115485	-0.275050	
2085.119485	-0.302965	
2085.121487	-0.321374	
2085.123485	-0.338766	
2085.125486	-0.359913	
2085.127485	-0.371406	
2085.131484	-0.404781	
2085.133484	-0.450985	
2085.135485	-0.486748	
2085.137485	-0.495379	
2085.139485	-0.508174	
2085.141487	-0.540363	
2085.143485	-0.556073	
2085.145485	-0.596174	
2085.147485	-0.633844	
2085.149485	-0.660558	
2085.151485	-0.712420	
2085.153485	-0.740673	
2085.155489	-0.766217	
2085.159485	-0.805128	
2085.161484	-0.874137	
2085.163485	-0.931946	
2085.165485	-0.972303	
2085.167485	-1.019436	
2085.169485	-1.068939	
2085.171485	-1.116603	
2085.173485	-1.168096	
2085.175484	-1.220313	
2085.179485	-1.267984	
2085.181485	-1.391021	
2085.183485	-1.442187	
2085.185484	-1.520812	
2085.187484	-1.575323	
2085.189485	-1.638765	
2085.191486	-1.679606	
2085.193485	-1.682452	
2085.195484	-1.682641	
2085.199485	-1.682678	
2085.201485	-1.682874	
2085.203485	-1.683020	
2085.205485	-1.683051	
2085.207485	-1.683159	
2085.209485	-1.683265	
2085.211485	-1.683365	
2085.213485	-1.683526	
2085.215485	-1.683650	
2085.217484	-1.683750	
2085.221485	-1.683835	
2085.223485	-1.683876	
2085.225484	-1.683939	
2085.227485	-1.684009	
2085.229489	-1.683969	
2085.231485	-1.683972	
2085.233485	-1.684000	
2085.235485	-1.684005	
2085.237486	-1.683993	
2085.239485	-1.684007	
2085.243485	-1.684017	
2085.245485	-1.683958	
2085.247484	-1.683957	
2085.249485	-1.684018	
2085.251485	-1.683983	
2085.253485	-1.683951	
2085.255485	-1.683941	
2085.257484	-1.683965	
2085.259486	-1.684029	
2085.261485	-1.684031	
2085.265484	-1.684021	
2085.267485	-1.683987	
2085.269485	-1.683961	
2085.271485	-1.683967	
2085.273484	-1.683977	
2085.275486	-1.684000	
2085.277485	-1.683983	
2085.279485	-1.683973	
2085.281485	-1.683996	
2085.283485	-1.684001	
2085.287485	-1.684056	
2085.289486	-1.683964	
2085.291485	-1.684024	
2085.293485	-1.684006	
2085.295484	-1.683963	
2085.297486	-1.683957	
2085.299485	-1.684001	
2085.301485	-1.683994	
2085.303486	-1.684023	
2085.305485	-1.684034	
2085.309484	-1.684005	
2085.311485	-1.683988	
2085.313485	-1.684017	
2085.315485	-1.684004	
2085.317485	-1.683994	
2085.319485	-1.683972	
2085.323485	-1.683985	
2085.325485	-1.683972	
2085.327485	-1.683921	
2085.331485	-1.683879	
2085.333484	-1.683631	
2085.335485	-1.683541	
2085.337484	-1.683375	
2085.339484	-1.683175	
2085.343484	-1.683048	
