num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
6309	7180.205761	117.237920	4.138710	-0.489061	54.018266
6311	7182.266987	116.730276	-5.056627	-0.472417	53.010556
6313	7184.328011	116.749190	-4.582039	-0.474016	53.785845
6315	7186.388839	116.368154	-4.758945	-0.476878	54.328594
6317	7188.449509	116.416691	-4.301873	-0.479594	54.960357
6319	7190.510172	115.991675	-4.816252	-0.474620	53.510615
6321	7192.570940	115.876186	-4.784197	-0.474650	53.041887
6323	7194.631482	124.822510	-0.904521	-0.510329	53.909805
6325	7196.692380	115.530027	-4.537477	-0.476584	52.562510
6327	7198.752996	115.576380	-4.238992	-0.476494	53.208096
6329	7200.813608	115.402661	-4.385830	-0.476799	51.457346
6331	7202.874507	115.081124	-4.513768	-0.476097	54.026132
6333	7204.935400	115.118409	-3.972640	-0.478413	52.394515
6335	7206.996219	114.893698	-4.239317	-0.476948	51.645286
6337	7209.057144	114.623800	-4.071154	-0.476614	53.715180
6339	7211.118187	114.464675	-3.847046	-0.479273	52.770453
6341	7213.179089	114.099751	-4.062322	-0.480786	52.060136
6343	7215.239920	114.129970	-4.107134	-0.479577	51.246358
6345	7217.300931	113.896494	-3.775826	-0.481551	51.895073
6347	7219.361731	113.898509	-4.180730	-0.479641	52.447727
6349	7221.422656	113.698124	-3.786033	-0.478476	52.149072
6351	7223.483587	113.282658	-3.712490	-0.480748	51.422865
6353	7225.544783	113.193711	-3.766885	-0.480156	50.287419
6355	7227.605635	112.933499	-3.713287	-0.484258	52.248457
6357	7229.666679	112.664572	-3.686156	-0.480931	50.280083
6359	7231.727929	112.606240	-3.532683	-0.479680	50.816447
6361	7233.789122	112.439864	5.686315	-0.495720	50.372565
6363	7235.850359	112.275344	-3.113046	-0.481938	50.333366
6365	7237.911229	111.876814	-3.308631	-0.483437	49.459925
6367	7239.972148	111.849786	5.768174	-0.494763	48.248720
6369	7242.032918	120.126923	0.817545	-0.476112	48.822804
6371	7244.093974	111.817147	-2.836848	-0.482203	49.421060
