time (s)	det(V)
3124.433590	0.005734	
3124.435590	0.002501	
3124.437590	0.004784	
3124.439590	0.005579	
3124.441589	0.002612	
3124.445589	0.005224	
3124.447590	0.002182	
3124.449590	0.004564	
3124.451590	0.004550	
3124.453590	0.002431	
3124.455590	0.005542	
3124.459589	0.005401	
3124.461589	0.005281	
3124.463589	0.001578	
3124.467590	0.001484	
3124.469590	0.000786	
3124.471590	0.004522	
3124.473590	0.005447	
3124.475589	0.003591	
3124.479589	0.006566	
3124.481589	0.000195	
3124.485590	0.000839	
3124.487590	0.002506	
3124.489590	0.004512	
3124.491590	0.002491	
3124.493589	0.003986	
3124.497589	0.004455	
3124.499589	-0.000157	
3124.501590	-0.001000	
3124.505590	-0.002477	
3124.507590	0.002469	
3124.509589	0.002648	
3124.511588	0.003997	
3124.513590	0.000726	
3124.515590	0.000198	
3124.519590	-0.001153	
3124.523590	-0.000328	
3124.525589	0.000713	
3124.527588	0.003365	
3124.529589	0.001272	
3124.531590	-0.001562	
3124.535589	0.000721	
3124.537590	-0.002992	
3124.539590	-0.000332	
3124.543590	-0.002277	
3124.545590	0.001422	
3124.547590	-0.001001	
3124.549589	-0.000742	
3124.551590	-0.001744	
3124.553589	-0.002494	
3124.557590	-0.000324	
3124.561590	-0.001787	
3124.563591	-0.001709	
3124.565591	-0.002391	
3124.567590	-0.001453	
3124.569589	-0.004313	
3124.573589	-0.001186	
3124.575589	-0.004046	
3124.577591	-0.000768	
3124.579590	-0.003772	
3124.581590	-0.004895	
3124.583590	-0.001886	
3124.585590	-0.004933	
3124.587590	-0.003639	
3124.589590	-0.000861	
3124.591590	-0.002419	
3124.593590	-0.001651	
3124.597589	-0.003147	
3124.599589	-0.005982	
3124.601590	-0.005539	
3124.603590	-0.005070	
3124.605590	-0.001771	
3124.607590	-0.003175	
3124.609590	-0.002522	
3124.611590	-0.000566	
3124.613589	-0.007065	
3124.615589	-0.006948	
3124.617591	-0.007293	
3124.621590	-0.008911	
3124.623590	-0.003022	
3124.625590	-0.004113	
3124.627589	-0.001480	
3124.629589	-0.004306	
3124.633589	-0.006358	
3124.635591	-0.009443	
3124.637590	-0.008703	
3124.641590	-0.006173	
3124.643590	-0.003313	
3124.645590	-0.003077	
3124.647590	-0.006694	
3124.649590	-0.005644	
3124.653589	-0.006523	
3124.655589	-0.006425	
3124.659590	-0.006672	
3124.661590	-0.002323	
3124.663590	-0.005577	
3124.665590	-0.006410	
3124.667591	-0.006797	
3124.671589	-0.007575	
3124.673589	-0.005520	
3124.675590	-0.007643	
3124.679591	-0.003902	
3124.681591	-0.006675	
3124.683590	-0.004200	
3124.685589	-0.008228	
3124.687589	-0.005791	
3124.689590	-0.002787	
3124.693590	-0.006013	
3124.697590	-0.004874	
3124.699590	-0.003417	
3124.701590	-0.005725	
3124.703598	-0.005465	
3124.705591	-0.002676	
3124.709589	-0.002455	
3124.711590	-0.001833	
3124.713590	-0.005701	
3124.715589	-0.006201	
3124.717591	-0.003917	
3124.719589	-0.004623	
3124.721590	-0.001608	
3124.723589	0.000141	
3124.725590	-0.000890	
3124.727589	0.002789	
3124.729589	-0.001302	
3124.731589	-0.003391	
3124.735590	-0.001312	
3124.737590	-0.000665	
3124.739589	0.004183	
3124.741589	0.003130	
3124.743589	0.006285	
3124.745590	0.006520	
3124.749589	0.004430	
3124.751590	0.003762	
3124.753589	0.003978	
3124.757590	0.007542	
3124.759590	0.012243	
3124.761590	0.015705	
3124.763589	0.012621	
3124.765589	0.013471	
3124.769588	0.016323	
3124.773589	0.017797	
3124.775590	0.021614	
3124.777590	0.027747	
3124.779591	0.027143	
3124.781589	0.027758	
3124.783590	0.030793	
3124.787589	0.030491	
3124.789590	0.038675	
3124.791590	0.038859	
3124.795590	0.044725	
3124.797589	0.049132	
3124.799589	0.053694	
3124.801590	0.055279	
3124.803590	0.057691	
3124.805590	0.065540	
3124.809588	0.067947	
3124.813590	0.077800	
3124.815590	0.085058	
3124.817590	0.091381	
3124.819590	0.094800	
3124.821590	0.103839	
3124.825589	0.110309	
3124.827590	0.122549	
3124.829590	0.126921	
3124.833590	0.132360	
3124.835590	0.147545	
3124.837591	0.158142	
3124.839590	0.169185	
3124.841590	0.176290	
3124.843589	0.188290	
3124.847589	0.195841	
3124.851590	0.214893	
3124.853591	0.237280	
3124.855592	0.253309	
3124.857589	0.266343	
3124.859590	0.279397	
3124.863589	0.296413	
3124.865590	0.320614	
3124.867590	0.337288	
3124.869590	0.351153	
3124.871592	0.372989	
3124.873590	0.391469	
3124.875590	0.405255	
3124.877589	0.426457	
3124.879590	0.444547	
3124.883588	0.462954	
3124.885589	0.503596	
3124.887589	0.528452	
3124.889591	0.554093	
3124.891590	0.577446	
3124.893589	0.604840	
3124.895590	0.629537	
3124.897590	0.651631	
3124.899589	0.679145	
3124.903589	0.705397	
3124.905590	0.758662	
3124.909590	0.785856	
3124.911590	0.845060	
3124.913589	0.867478	
3124.915590	0.894022	
3124.917590	0.921728	
3124.921588	0.945379	
3124.923588	0.999881	
3124.925589	1.022259	
3124.927589	1.048981	
3124.929590	1.069958	
3124.931590	1.091003	
3124.933589	1.113169	
3124.935590	1.129806	
3124.937589	1.149389	
3124.939590	1.169715	
3124.941590	1.181114	
3124.943590	1.195097	
3124.947590	1.205900	
3124.949590	1.220854	
3124.951589	1.225384	
3124.953590	1.228498	
3124.955590	1.233088	
3124.957590	1.234390	
3124.961589	1.233163	
3124.963590	1.225272	
3124.965589	1.219270	
3124.969590	1.212564	
3124.971589	1.193510	
3124.973590	1.181500	
3124.975591	1.164282	
3124.977589	1.150139	
3124.981589	1.129002	
3124.983589	1.083626	
3124.987590	1.056897	
3124.989591	1.014260	
3124.991590	0.986592	
3124.993589	0.960110	
3124.995590	0.931553	
3124.999589	0.898790	
3125.001589	0.835526	
3125.003589	0.802431	
3125.005589	0.773695	
3125.007591	0.741263	
3125.009590	0.709236	
3125.011591	0.678327	
3125.013589	0.640867	
3125.015590	0.605358	
3125.017590	0.572447	
3125.019590	0.533108	
3125.021590	0.501593	
3125.025590	0.468703	
3125.027590	0.402993	
3125.029590	0.370122	
3125.031590	0.331974	
3125.033590	0.298193	
3125.035590	0.259050	
3125.037589	0.225670	
3125.039591	0.192234	
3125.041590	0.153780	
3125.043590	0.120003	
3125.045589	0.085446	
3125.049590	0.043840	
3125.051589	-0.026278	
