num crossings	time (s)	maj axis (mm)	min axis (mm)	theta (rad )	slope (V/s)
5141	6666.135451	21.077140	60.550261	3.241873	0.453387
5145	6671.314221	27.654936	56.577944	6.031689	0.236383
5147	6673.363554	28.715279	55.219407	-0.276679	0.429459
5149	6675.416430	29.223060	54.681339	-0.285423	0.280636
5151	6677.480100	28.387688	55.505711	-0.263050	0.217692
5153	6679.518474	31.112905	52.952588	-0.327627	0.475722
5155	6681.595009	28.828209	54.839327	-0.263832	0.177599
5157	6683.629951	31.549285	52.479656	-0.333255	0.487315
5159	6685.689022	31.610726	52.221145	-0.340674	0.653618
5161	6687.751895	30.608045	53.050824	-0.303780	0.563328
5163	6689.817260	29.944187	53.669976	-0.279638	0.288877
5165	6691.886638	29.006973	55.317787	-0.253996	0.467762
5167	6693.952281	28.245464	55.919022	-0.230251	0.354431
5169	6696.013905	27.998260	56.430263	-0.219473	0.450122
5171	6698.075889	27.471882	56.521300	-0.197674	0.644559
5173	6700.115235	29.489997	54.660589	-0.261866	0.452920
5175	6702.185581	27.976896	55.645027	-0.210792	0.413069
5177	6704.234546	29.258084	54.436348	-0.244748	0.337957
5179	6706.300620	28.414852	55.958837	-0.215331	0.240761
5181	6708.352394	28.970254	54.805554	-0.236855	0.366894
5183	6710.429467	26.820151	56.938242	-0.167893	0.296361
5185	6712.485275	27.081240	56.890150	-0.167824	0.169264
5187	6714.544449	27.156938	56.682490	-0.165870	0.215606
5189	6716.599008	27.324629	56.562936	-0.169897	0.043844
5191	6718.660393	27.374763	56.867667	-0.155402	0.313274
5193	6720.700631	29.160527	54.911992	-0.209182	0.486690
5195	6722.761036	29.504851	54.893258	-0.207779	0.153684
5197	6724.810895	29.984147	53.763607	-0.224920	0.444659
5199	6726.864678	30.683060	53.210196	-0.245744	0.332857
5201	6728.936683	28.963605	54.464337	-0.193070	0.418946
5203	6731.003857	28.181384	55.728152	-0.163135	0.474972
5205	6733.051919	29.198575	54.136552	-0.195914	0.499085
5207	6735.107163	29.702858	54.116996	-0.200102	0.455784
5209	6737.185694	27.604358	56.514014	-0.139998	0.356601
5211	6739.223578	29.689654	54.032126	-0.198457	0.449862
5213	6741.286702	29.028208	54.428079	-0.174635	0.445223
5215	6743.331359	30.711156	52.799221	-0.226156	0.692228
5217	6745.409642	28.426927	55.335855	-0.148297	0.117842
5219	6747.456676	29.198094	53.969469	-0.173365	0.403557
5221	6749.499668	30.922060	52.209661	-0.221947	0.438538
5223	6751.576136	29.044270	54.164017	-0.155545	0.267225
5225	6753.637006	29.121332	54.431132	-0.150348	0.290760
5227	6755.704114	28.335467	55.314408	-0.121811	0.470856
5229	6757.759601	28.525121	54.692479	-0.126125	0.360422
5231	6759.851785	25.863568	58.014393	-0.027094	0.079524
5233	6761.878391	28.406215	54.816766	-0.116441	0.430676
5235	6763.947004	27.853047	56.227659	-0.090309	0.337078
5237	6766.010421	27.105927	56.299900	-0.065930	0.441655
5239	6768.063371	27.824389	55.544429	-0.083593	0.054821
5241	6770.134476	26.610438	57.068123	-0.038475	0.125683
5243	6772.194134	26.718482	56.796607	-0.033492	0.122764
5245	6774.244140	27.462173	56.037044	-0.055282	0.149324
5247	6776.286993	28.410531	54.718751	-0.091071	0.479970
5249	6778.348293	28.522655	54.885850	-0.086442	0.400986
5251	6780.413781	27.685300	55.818292	-0.054650	0.149212
5253	6782.478161	27.492898	56.062150	-0.039643	0.246076
5255	6784.519055	29.112373	54.435886	-0.088643	0.114736
5257	6786.570743	29.382628	53.808648	-0.098196	0.322516
5259	6788.634142	29.407888	54.382668	-0.087642	0.286685
5261	6790.685216	29.545617	53.569940	-0.099671	0.480589
5265	6794.803441	29.693846	53.847926	-0.091191	0.393782
5267	6796.887460	27.846166	55.386802	-0.015506	0.118474
5269	6798.936660	28.189712	54.824636	-0.033678	0.145658
5271	6800.988508	28.817547	54.141141	-0.048890	0.121329
5273	6803.045062	28.945734	53.961624	-0.055985	0.347603
5275	6805.106735	28.454467	54.166438	-0.035771	0.064008
5277	6807.161352	28.884036	53.822267	-0.045066	0.103084
5279	6809.208269	29.924270	52.325291	-0.080762	0.376828
5281	6811.270749	29.329010	53.256112	-0.057937	0.423878
5283	6813.331317	29.519769	53.051829	-0.052412	0.105757
5285	6815.409593	28.007811	54.627745	0.011892	0.114299
5287	6817.450151	29.354700	52.994041	-0.036927	0.313049
5289	6819.529201	27.994093	54.595796	0.028659	0.239988
5291	6821.583399	28.200987	54.482563	0.016908	0.192251
5293	6823.660139	27.253926	55.354343	0.069837	0.209842
5295	6825.712084	27.745883	54.814269	0.054813	0.061481
5297	6827.777138	27.154792	55.319792	0.078262	0.345188
5299	6829.828017	27.749003	54.842454	0.057446	0.312632
5301	6831.908535	26.443665	56.061533	0.124185	0.246229
5303	6833.947757	27.583589	54.708043	0.074121	0.107481
5305	6835.999171	27.859304	54.123987	0.061505	0.131317
5307	6838.049002	28.273771	53.599647	0.043886	0.484716
5309	6840.117423	27.879361	54.044338	0.072456	0.231290
5311	6842.161810	28.937680	53.164096	0.030163	0.725939
5313	6844.277473	26.182040	56.429573	0.190030	0.567753
5315	6846.281043	29.124701	53.112303	0.045619	0.360921
5317	6848.335762	29.299790	52.746231	0.040365	0.154906
5319	6850.390210	29.325593	52.567579	0.036427	0.367000
5321	6852.457365	28.902035	53.227851	0.063610	0.236334
5323	6854.507035	29.604372	52.294517	0.041603	0.237591
5325	6856.583091	28.597217	53.544466	0.090185	0.289903
5327	6858.671135	26.848434	55.120020	0.180560	0.106268
5329	6860.703469	28.412353	53.511644	0.107864	0.218922
5331	6862.774641	27.707210	54.135276	0.149355	0.135780
5333	6864.819189	28.427992	53.347674	0.114597	0.185791
5335	6866.873759	28.479747	52.937407	0.109299	0.095616
5337	6868.924188	28.874954	52.354030	0.093939	0.409039
5339	6870.990561	28.549782	52.620023	0.117318	0.301473
5341	6873.050953	28.345431	52.828273	0.132007	0.450837
5343	6875.123373	28.503185	52.863311	0.163478	0.369338
5345	6877.205503	27.252564	54.222705	0.234327	0.066263
5347	6879.246770	27.970708	53.276020	0.192429	0.214468
5349	6881.309329	27.807337	53.470581	0.207857	0.110576
5351	6883.372096	27.805142	53.516529	0.223293	0.152917
5353	6885.432552	27.827488	53.636337	0.230245	0.222240
5355	6887.486986	27.607145	53.381775	0.229012	0.411555
5357	6890.549193	50.520230	22.592327	2.415851	0.190375
5359	6892.605776	29.350506	51.357272	3.295338	0.001002
5361	6894.685624	28.285334	53.130641	3.364163	0.235806
