time (s)	det(V)
6667.751590	0.282607	
6667.753590	0.283078	
6667.757589	0.299750	
6667.759590	0.317827	
6667.761589	0.327326	
6667.765590	0.337706	
6667.767590	0.368385	
6667.769589	0.384017	
6667.771589	0.395538	
6667.773590	0.402559	
6667.777588	0.409504	
6667.779590	0.432372	
6667.783590	0.444577	
6667.785591	0.476046	
6667.787589	0.483039	
6667.789590	0.506214	
6667.791590	0.517760	
6667.795589	0.523936	
6667.797590	0.546065	
6667.799590	0.555780	
6667.801590	0.575773	
6667.803590	0.581562	
6667.805589	0.595150	
6667.807591	0.603696	
6667.809589	0.607615	
6667.811590	0.622757	
6667.813589	0.622386	
6667.815590	0.632611	
6667.817590	0.645230	
6667.821589	0.648556	
6667.823590	0.657175	
6667.825590	0.660294	
6667.827592	0.663843	
6667.829591	0.668937	
6667.831590	0.663023	
6667.835589	0.677578	
6667.837589	0.666256	
6667.839589	0.666688	
6667.843590	0.660886	
6667.845589	0.654644	
6667.847590	0.641643	
6667.849589	0.644204	
6667.851590	0.634035	
6667.853590	0.619311	
6667.857589	0.617208	
6667.861590	0.586432	
6667.863589	0.551918	
6667.865591	0.540547	
6667.867590	0.529657	
6667.869589	0.513309	
6667.873588	0.498561	
6667.875590	0.450035	
6667.877590	0.434510	
6667.879590	0.417175	
6667.881591	0.394472	
6667.883590	0.378761	
6667.885590	0.360807	
6667.887589	0.338036	
6667.889590	0.318296	
6667.893590	0.291548	
6667.895590	0.243980	
6667.897589	0.219178	
6667.899590	0.196460	
6667.901590	0.168846	
6667.903589	0.145527	
6667.905590	0.118327	
6667.907590	0.094232	
6667.909589	0.058110	
6667.913589	0.037587	
6667.915590	-0.025090	
6667.919590	-0.045099	
6667.921590	-0.093718	
6667.923590	-0.123690	
6667.925591	-0.153175	
6667.927589	-0.177342	
6667.931589	-0.199856	
6667.933590	-0.245244	
6667.935590	-0.268744	
6667.939590	-0.296751	
6667.941590	-0.351251	
6667.943590	-0.370779	
6667.945590	-0.390573	
6667.947589	-0.415858	
6667.949589	-0.431567	
6667.953588	-0.448087	
6667.957590	-0.482422	
6667.959589	-0.529294	
6667.961590	-0.536172	
6667.963598	-0.556921	
6667.965589	-0.567207	
6667.969588	-0.582231	
6667.971590	-0.609120	
6667.973590	-0.619376	
6667.975590	-0.630966	
6667.977591	-0.639380	
6667.979590	-0.650005	
6667.981590	-0.656289	
6667.983589	-0.663715	
6667.985590	-0.673905	
6667.987589	-0.678145	
6667.989589	-0.673317	
